OBJECTID,TypeCode,LandUseTyp,Street,Price,ARPrice,ORPrice
20429,NNO,Existing Residential, ,0,0,0
20430,NNO,Existing Residential,Xom Chieu,180.04,0,0
20431,NNO,Existing Residential, ,0,0,0
20432,NNO,Existing Residential, ,0,0,0
20433,NNO,Existing Residential, ,0,0,0
20434,NNO,Existing Residential,Khanh Hoi,251.28,0,0
20435,NNO,Existing Residential, ,0,0,0
20436,NNO,Existing Residential, ,0,0,0
20437,NNO,Existing Residential, ,0,0,0
20438,NNO,Existing Residential, ,0,0,0
20439,NNO,Existing Residential, ,0,0,0
20440,NNO,Existing Residential, ,0,0,0
20441,NNO,Existing Residential, ,0,0,0
20442,CQCT,Office, ,0,0,0
20443,NNO,Existing Residential, ,0,0,0
20444,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20445,NNO,Existing Residential, ,0,0,0
20446,NNO,Existing Residential, ,0,0,0
20447,NNO,Existing Residential, ,0,0,0
20448,NNO,Existing Residential, ,0,0,0
20449,NNO,Existing Residential, ,0,0,0
20450,NNO,Existing Residential, ,0,0,0
20451,NNO,Existing Residential, ,0,0,0
20452,NNO,Existing Residential, ,0,0,0
20453,CCDT,Medical, ,0,0,0
20454,NNO,Existing Residential, ,0,0,0
20455,NNO,Existing Residential, ,0,0,0
20456,NNO,Existing Residential,Xom Chieu,180.04,0,0
20457,NNO,Existing Residential, ,0,0,0
20458,NNO,Existing Residential,Xom Chieu,180.04,0,0
20459,NNO,Existing Residential,Street 23,173.75,0,0
20460,NNO,Existing Residential, ,0,0,0
20461,NNO,Existing Residential,Khanh Hoi,251.28,0,0
20462,NNO,Existing Residential, ,0,0,0
20463,NNO,Existing Residential,Khanh Hoi,251.28,0,0
20464,NNO,Existing Residential, ,0,0,0
20465,NNO,Existing Residential, ,0,0,0
20466,NNO,Existing Residential,Ton Dan,181.05,0,0
20467,NNO,Existing Residential, ,0,0,0
20468,NNO,Existing Residential, ,0,0,0
20469,NNO,Existing Residential, ,0,0,0
20470,NNO,Existing Residential, ,0,0,0
20471,NNO,Existing Residential, ,0,0,0
20472,HTKT,Port, ,0,0,0
20473,NNO,Existing Residential, ,0,0,0
20474,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20475,NNO,Existing Residential, ,0,0,0
20476,NNO,Existing Residential, ,0,0,0
20477,NNO,Existing Residential, ,0,0,0
20478,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20479,NNO,Existing Residential, ,0,0,0
20480,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20481,NNO,Existing Residential, ,0,0,0
20482,NNO,Existing Residential, ,0,0,0
20483,NNO,Existing Residential,Ben Van Don,265.65,0,0
20484,NNO,Existing Residential, ,0,0,0
20485,NNO,Existing Residential, ,0,0,0
20486,NNO,Existing Residential, ,0,0,0
20487,NNO,Existing Residential, ,0,0,0
20488,NNO,Existing Residential, ,0,0,0
20489,NNO,Existing Residential,Street 17,197.42,0,0
20490,NNO,Existing Residential, ,0,0,0
20491,NNO,Existing Residential,Khanh Hoi,251.28,0,0
20492,NNO,Existing Residential, ,0,0,0
20493,NNO,Existing Residential, ,0,0,0
20494,NNO,Existing Residential, ,0,0,0
20495,NNO,Existing Residential, ,0,0,0
20496,NNO,Existing Residential, ,0,0,0
20497,NNO,Existing Residential, ,0,0,0
20498,NNO,Existing Residential, ,0,0,0
20499,NNO,Existing Residential, ,0,0,0
20500,NNO,Existing Residential, ,0,0,0
20501,CQCT,Office, ,0,0,0
20502,NNO,Existing Residential, ,0,0,0
20503,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20504,NNO,Existing Residential, ,0,0,0
20505,NNO,Existing Residential, ,0,0,0
20506,NNO,Existing Residential, ,0,0,0
20507,NNO,Existing Residential, ,0,0,0
20508,NNO,Existing Residential, ,0,0,0
20509,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20510,NNO,Existing Residential, ,0,0,0
20511,NNO,Existing Residential, ,0,0,0
20512,NNO,Existing Residential, ,0,0,0
20513,NNO,Existing Residential, ,0,0,0
20514,NNO,Existing Residential, ,0,0,0
20515,NNO,Existing Residential, ,0,0,0
20516,NNO,Existing Residential, ,0,0,0
20517,NNO,Existing Residential, ,0,0,0
20518,NNO,Existing Residential, ,0,0,0
20519,NNO,Existing Residential, ,0,0,0
20520,NNO,Existing Residential,Khanh Hoi,251.28,0,0
20521,NNO,Existing Residential, ,0,0,0
20522,CQCT,Office, ,0,0,0
20523,NNO,Existing Residential, ,0,0,0
20524,NNO,Existing Residential, ,0,0,0
20525,NNO,Existing Residential, ,0,0,0
20526,NNO,Existing Residential, ,0,0,0
20527,NNO,Existing Residential,Le Quoc Hung,253.36,0,0
20528,NNO,Existing Residential, ,0,0,0
20529,NNO,Existing Residential, ,0,0,0
20530,CQCT,Office, ,0,0,0
20531,NNO,Existing Residential, ,0,0,0
20532,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20533,NNO,Existing Residential, ,0,0,0
20534,NNO,Existing Residential, ,0,0,0
20535,NNO,Existing Residential, ,0,0,0
20536,NNO,Existing Residential, ,0,0,0
20537,NNO,Existing Residential, ,0,0,0
20538,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20539,NNO,Existing Residential, ,0,0,0
20540,NNO,Existing Residential, ,0,0,0
20541,NNO,Existing Residential, ,0,0,0
20542,NNO,Existing Residential, ,0,0,0
20543,NNO,Existing Residential, ,0,0,0
20544,NNO,Existing Residential, ,0,0,0
20545,NNO,Existing Residential, ,0,0,0
20546,NNO,Existing Residential, ,0,0,0
20547,NNO,Existing Residential, ,0,0,0
20548,NNO,Existing Residential, ,0,0,0
20549,NNO,Existing Residential,Khanh Hoi,251.28,0,0
20550,NNO,Existing Residential, ,0,0,0
20551,NNO,Existing Residential,Khanh Hoi,251.28,0,0
20552,NNO,Existing Residential, ,0,0,0
20553,NNO,Existing Residential, ,0,0,0
20554,NNO,Existing Residential, ,0,0,0
20555,NNO,Existing Residential, ,0,0,0
20556,NNO,Existing Residential,Le Quoc Hung,253.36,0,0
20557,NNO,Existing Residential, ,0,0,0
20558,NNO,Existing Residential, ,0,0,0
20559,CQCT,Office, ,0,0,0
20560,NNO,Existing Residential, ,0,0,0
20561,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20562,NNO,Existing Residential, ,0,0,0
20563,NNO,Existing Residential, ,0,0,0
20564,NNO,Existing Residential, ,0,0,0
20565,NNO,Existing Residential, ,0,0,0
20566,NNO,Existing Residential, ,0,0,0
20567,NNO,Existing Residential, ,0,0,0
20568,NNO,Existing Residential, ,0,0,0
20569,NNO,Existing Residential, ,0,0,0
20570,NNO,Existing Residential, ,0,0,0
20571,NNO,Existing Residential, ,0,0,0
20572,NNO,Existing Residential,Tan Vinh,200,0,0
20573,NNO,Existing Residential, ,0,0,0
20574,NNO,Existing Residential, ,0,0,0
20575,NNO,Existing Residential,Xom Chieu,180.04,0,0
20576,NNO,Existing Residential,Street 17,197.42,0,0
20577,NNO,Existing Residential, ,0,0,0
20578,NNO,Existing Residential,Khanh Hoi,251.28,0,0
20579,NNO,Existing Residential, ,0,0,0
20580,NNO,Existing Residential,Khanh Hoi,251.28,0,0
20581,NNO,Existing Residential, ,0,0,0
20582,NNO,Existing Residential, ,0,0,0
20583,NNO,Existing Residential, ,0,0,0
20584,NNO,Existing Residential, ,0,0,0
20585,NNO,Existing Residential, ,0,0,0
20586,NNO,Existing Residential, ,0,0,0
20587,NNO,Existing Residential, ,0,0,0
20588,CQCT,Office, ,0,0,0
20589,NNO,Existing Residential, ,0,0,0
20590,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20591,NNO,Existing Residential, ,0,0,0
20592,NNO,Existing Residential, ,0,0,0
20593,NNO,Existing Residential, ,0,0,0
20594,NNO,Existing Residential, ,0,0,0
20595,NNO,Existing Residential, ,0,0,0
20596,NNO,Existing Residential, ,0,0,0
20597,NNO,Existing Residential, ,0,0,0
20598,NNO,Existing Residential, ,0,0,0
20599,NNO,Existing Residential, ,0,0,0
20600,NNO,Existing Residential, ,0,0,0
20601,NNO,Existing Residential, ,0,0,0
20602,NNO,Existing Residential, ,0,0,0
20603,NNO,Existing Residential, ,0,0,0
20604,NNO,Existing Residential, ,0,0,0
20605,NNO,Existing Residential, ,0,0,0
20606,NNO,Existing Residential, ,0,0,0
20607,NNO,Existing Residential,Khanh Hoi,251.28,0,0
20608,NNO,Existing Residential, ,0,0,0
20609,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
20610,NNO,Existing Residential, ,0,0,0
20611,NNO,Existing Residential, ,0,0,0
20612,NNO,Existing Residential, ,0,0,0
20613,NNO,Existing Residential, ,0,0,0
20614,NNO,Existing Residential,Le Quoc Hung,253.36,0,0
20615,NNO,Existing Residential, ,0,0,0
20616,NNO,Existing Residential, ,0,0,0
20617,CQCT,Office, ,0,0,0
20618,NNO,Existing Residential, ,0,0,0
20619,NNO,Existing Residential, ,0,0,0
20620,NNO,Existing Residential, ,0,0,0
20621,NNO,Existing Residential, ,0,0,0
20622,NNO,Existing Residential, ,0,0,0
20623,NNO,Existing Residential, ,0,0,0
20624,NNO,Existing Residential, ,0,0,0
20625,NNO,Existing Residential, ,0,0,0
20626,NNO,Existing Residential, ,0,0,0
20627,NNO,Existing Residential, ,0,0,0
20628,NNO,Existing Residential, ,0,0,0
20629,NNO,Existing Residential, ,0,0,0
20630,NNO,Existing Residential, ,0,0,0
20631,NNO,Existing Residential, ,0,0,0
20632,NNO,Existing Residential, ,0,0,0
20633,NNO,Existing Residential,Street 23,173.75,0,0
20634,NNO,Existing Residential, ,0,0,0
20635,NNO,Existing Residential, ,0,0,0
20636,NNO,Existing Residential, ,0,0,0
20637,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
20638,NNO,Existing Residential, ,0,0,0
20639,NNO,Existing Residential, ,0,0,0
20640,NNO,Existing Residential, ,0,0,0
20641,NNO,Existing Residential, ,0,0,0
20642,NNO,Existing Residential, ,0,0,0
20643,NNO,Existing Residential, ,0,0,0
20644,NNO,Existing Residential,Ton Dan,181.05,0,0
20645,CQCT,Office, ,0,0,0
20646,NNO,Existing Residential, ,0,0,0
20647,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20648,NNO,Existing Residential, ,0,0,0
20649,NNO,Existing Residential, ,0,0,0
20650,NNO,Existing Residential, ,0,0,0
20651,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20652,NNO,Existing Residential, ,0,0,0
20653,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20654,NNO,Existing Residential, ,0,0,0
20655,NNO,Existing Residential, ,0,0,0
20656,NNO,Existing Residential, ,0,0,0
20657,NNO,Existing Residential, ,0,0,0
20658,NNO,Existing Residential, ,0,0,0
20659,NNO,Existing Residential, ,0,0,0
20660,NNO,Existing Residential, ,0,0,0
20661,NNO,Existing Residential,Xom Chieu,180.04,0,0
20662,NNO,Existing Residential,Street 17,197.42,0,0
20663,NNO,Existing Residential, ,0,0,0
20664,NNO,Existing Residential, ,0,0,0
20665,NNO,Existing Residential, ,0,0,0
20666,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
20667,NNO,Existing Residential, ,0,0,0
20668,NNO,Existing Residential, ,0,0,0
20669,NNO,Existing Residential, ,0,0,0
20670,NNO,Existing Residential, ,0,0,0
20671,NNO,Existing Residential, ,0,0,0
20672,NNO,Existing Residential, ,0,0,0
20673,NNO,Existing Residential,Ton Dan,181.05,0,0
20674,CQCT,Office, ,0,0,0
20675,NNO,Existing Residential, ,0,0,0
20676,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20677,NNO,Existing Residential, ,0,0,0
20678,NNO,Existing Residential, ,0,0,0
20679,NNO,Existing Residential, ,0,0,0
20680,NNO,Existing Residential, ,0,0,0
20681,NNO,Existing Residential, ,0,0,0
20682,NNO,Existing Residential, ,0,0,0
20683,NNO,Existing Residential, ,0,0,0
20684,NNO,Existing Residential, ,0,0,0
20685,NNO,Existing Residential, ,0,0,0
20686,NNO,Existing Residential,Tan Vinh,200,0,0
20687,NNO,Existing Residential, ,0,0,0
20688,NNO,Existing Residential, ,0,0,0
20689,NNO,Existing Residential, ,0,0,0
20690,NNO,Existing Residential, ,0,0,0
20691,NNO,Existing Residential, ,0,0,0
20692,NNO,Existing Residential,Street 6,204.5,0,0
20693,NNO,Existing Residential, ,0,0,0
20694,NNO,Existing Residential,Khanh Hoi,251.28,0,0
20695,NNO,Existing Residential, ,0,0,0
20696,NNO,Existing Residential, ,0,0,0
20697,NNO,Existing Residential, ,0,0,0
20698,NNO,Existing Residential, ,0,0,0
20699,NNO,Existing Residential,Le Quoc Hung,253.36,0,0
20700,NNO,Existing Residential, ,0,0,0
20701,NNO,Existing Residential,Ton Dan,181.05,0,0
20702,NNO,Existing Residential, ,0,0,0
20703,NNO,Existing Residential, ,0,0,0
20704,NNO,Existing Residential, ,0,0,0
20705,NNO,Existing Residential,Nguyen Than Hien,106.57,0,0
20706,NNO,Existing Residential, ,0,0,0
20707,NNO,Existing Residential, ,0,0,0
20708,NNO,Existing Residential, ,0,0,0
20709,NNO,Existing Residential, ,0,0,0
20710,NNO,Existing Residential, ,0,0,0
20711,NNO,Existing Residential, ,0,0,0
20712,NNO,Existing Residential, ,0,0,0
20713,NNO,Existing Residential,Tan Vinh,200,0,0
20714,NNO,Existing Residential, ,0,0,0
20715,NNO,Existing Residential, ,0,0,0
20716,NNO,Existing Residential, ,0,0,0
20717,NNO,Existing Residential, ,0,0,0
20718,NNO,Existing Residential, ,0,0,0
20719,NNO,Existing Residential,Street 6,204.5,0,0
20720,NNO,Existing Residential, ,0,0,0
20721,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
20722,NNO,Existing Residential, ,0,0,0
20723,NNO,Existing Residential, ,0,0,0
20724,NNO,Existing Residential, ,0,0,0
20725,NNO,Existing Residential, ,0,0,0
20726,NNO,Existing Residential, ,0,0,0
20727,NNO,Existing Residential,Ton Dan,181.05,0,0
20728,CQCT,Branch of Thanh Cong Textile - Investment - Trade Joint Stock Company 1, ,0,0,0
20729,NNO,Existing Residential, ,0,0,0
20730,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20731,NNO,Existing Residential, ,0,0,0
20732,NNO,Existing Residential, ,0,0,0
20733,NNO,Existing Residential, ,0,0,0
20734,NNO,Existing Residential, ,0,0,0
20735,NNO,Existing Residential, ,0,0,0
20736,NNO,Existing Residential, ,0,0,0
20737,NNO,Existing Residential, ,0,0,0
20738,NNO,Existing Residential, ,0,0,0
20739,NNO,Existing Residential, ,0,0,0
20740,NNO,Existing Residential, ,0,0,0
20741,NNO,Existing Residential, ,0,0,0
20742,NNO,Existing Residential, ,0,0,0
20743,NNO,Existing Residential, ,0,0,0
20744,NNO,Existing Residential, ,0,0,0
20745,NNO,Existing Residential, ,0,0,0
20746,NNO,Existing Residential, ,0,0,0
20747,NNO,Existing Residential, ,0,0,0
20748,NNO,Existing Residential, ,0,0,0
20749,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
20750,NNO,Existing Residential, ,0,0,0
20751,NNO,Existing Residential, ,0,0,0
20752,NNO,Existing Residential, ,0,0,0
20753,NNO,Existing Residential, ,0,0,0
20754,NNO,Existing Residential, ,0,0,0
20755,NNO,Existing Residential, ,0,0,0
20756,NNO,Existing Residential, ,0,0,0
20757,NNO,Existing Residential, ,0,0,0
20758,NNO,Existing Residential, ,0,0,0
20759,NNO,Existing Residential, ,0,0,0
20760,NNO,Existing Residential, ,0,0,0
20761,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20762,NNO,Existing Residential, ,0,0,0
20763,NNO,Existing Residential, ,0,0,0
20764,NNO,Existing Residential, ,0,0,0
20765,NNO,Existing Residential, ,0,0,0
20766,NNO,Existing Residential, ,0,0,0
20767,NNO,Existing Residential, ,0,0,0
20768,NNO,Existing Residential, ,0,0,0
20769,NNO,Existing Residential, ,0,0,0
20770,NNO,Existing Residential, ,0,0,0
20771,NNO,Existing Residential, ,0,0,0
20772,NNO,Existing Residential, ,0,0,0
20773,NNO,Existing Residential, ,0,0,0
20774,NNO,Existing Residential,Street 6,204.5,0,0
20775,NNO,Existing Residential, ,0,0,0
20776,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
20777,NNO,Existing Residential, ,0,0,0
20778,NNO,Existing Residential, ,0,0,0
20779,NNO,Existing Residential, ,0,0,0
20780,NNO,Existing Residential, ,0,0,0
20781,NNO,Existing Residential, ,0,0,0
20782,NNO,Existing Residential, ,0,0,0
20783,NNO,Existing Residential,Vinh Khanh,246.49,0,0
20784,HH,Apartment The Goldview - Tower B,346 Ben Van Don,50,17,0
20785,NNO,Existing Residential, ,0,0,0
20786,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20787,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20788,NNO,Existing Residential, ,0,0,0
20789,NNO,Existing Residential, ,0,0,0
20790,NNO,Existing Residential, ,0,0,0
20791,NNO,Existing Residential, ,0,0,0
20792,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20793,NNO,Existing Residential, ,0,0,0
20794,NNO,Existing Residential, ,0,0,0
20795,NNO,Existing Residential, ,0,0,0
20796,NNO,Existing Residential, ,0,0,0
20797,NNO,Existing Residential, ,0,0,0
20798,NNO,Existing Residential, ,0,0,0
20799,NNO,Existing Residential, ,0,0,0
20800,NNO,Existing Residential,Xom Chieu,180.04,0,0
20801,NNO,Existing Residential,Street 17,197.42,0,0
20802,NNO,Existing Residential, ,0,0,0
20803,NNO,Existing Residential, ,0,0,0
20804,NNO,Existing Residential, ,0,0,0
20805,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
20806,NNO,Existing Residential, ,0,0,0
20807,NNO,Existing Residential, ,0,0,0
20808,NNO,Existing Residential, ,0,0,0
20809,NNO,Existing Residential, ,0,0,0
20810,NNO,Existing Residential, ,0,0,0
20811,NNO,Existing Residential, ,0,0,0
20812,NNO,Existing Residential, ,0,0,0
20813,CQCT,Office, ,0,0,0
20814,NNO,Existing Residential, ,0,0,0
20815,NNO,Existing Residential, ,0,0,0
20816,NNO,Existing Residential, ,0,0,0
20817,NNO,Existing Residential, ,0,0,0
20818,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20819,NNO,Existing Residential, ,0,0,0
20820,NNO,Existing Residential, ,0,0,0
20821,NNO,Existing Residential, ,0,0,0
20822,NNO,Existing Residential, ,0,0,0
20823,NNO,Existing Residential, ,0,0,0
20824,NNO,Existing Residential, ,0,0,0
20825,NNO,Existing Residential,Tan Vinh,200,0,0
20826,NNO,Existing Residential, ,0,0,0
20827,NNO,Existing Residential,Xom Chieu,180.04,0,0
20828,NNO,Existing Residential, ,0,0,0
20829,NNO,Existing Residential, ,0,0,0
20830,NNO,Existing Residential,Street 6,204.5,0,0
20831,NNO,Existing Residential, ,0,0,0
20832,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
20833,NNO,Existing Residential, ,0,0,0
20834,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
20835,NNO,Existing Residential, ,0,0,0
20836,NNO,Existing Residential, ,0,0,0
20837,NNO,Existing Residential, ,0,0,0
20838,NNO,Existing Residential, ,0,0,0
20839,NNO,Existing Residential, ,0,0,0
20840,NNO,Existing Residential, ,0,0,0
20841,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20842,NNO,Existing Residential, ,0,0,0
20843,NNO,Existing Residential, ,0,0,0
20844,NNO,Existing Residential, ,0,0,0
20845,NNO,Existing Residential, ,0,0,0
20846,NNO,Existing Residential, ,0,0,0
20847,NNO,Existing Residential, ,0,0,0
20848,NNO,Existing Residential, ,0,0,0
20849,NNO,Existing Residential, ,0,0,0
20850,NNO,Existing Residential, ,0,0,0
20851,NNO,Existing Residential, ,0,0,0
20852,NNO,Existing Residential, ,0,0,0
20853,NNO,Existing Residential, ,0,0,0
20854,NNO,Existing Residential, ,0,0,0
20855,NNO,Existing Residential,Street 23,173.75,0,0
20856,NNO,Existing Residential, ,0,0,0
20857,NNO,Existing Residential, ,0,0,0
20858,NNO,Existing Residential, ,0,0,0
20859,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
20860,NNO,Existing Residential, ,0,0,0
20861,NNO,Existing Residential, ,0,0,0
20862,NNO,Existing Residential, ,0,0,0
20863,NNO,Existing Residential,Nguyen Khoai,159.46,0,0
20864,NNO,Existing Residential,Le Quoc Hung,253.36,0,0
20865,NNO,Existing Residential, ,0,0,0
20866,NNO,Existing Residential, ,0,0,0
20867,HH,Apartment Vinh Hoi, ,0,0,0
20868,NNO,Existing Residential, ,0,0,0
20869,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20870,NNO,Existing Residential, ,0,0,0
20871,NNO,Existing Residential, ,0,0,0
20872,NNO,Existing Residential, ,0,0,0
20873,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20874,NNO,Existing Residential, ,0,0,0
20875,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20876,NNO,Existing Residential, ,0,0,0
20877,NNO,Existing Residential, ,0,0,0
20878,NNO,Existing Residential, ,0,0,0
20879,NNO,Existing Residential, ,0,0,0
20880,NNO,Existing Residential,Street 30,210,0,0
20881,NNO,Existing Residential, ,0,0,0
20882,NNO,Existing Residential, ,0,0,0
20883,NNO,Existing Residential, ,0,0,0
20884,NNO,Existing Residential,Street 17,197.42,0,0
20885,NNO,Existing Residential, ,0,0,0
20886,NNO,Existing Residential,Street 6,204.5,0,0
20887,NNO,Existing Residential, ,0,0,0
20888,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
20889,NNO,Existing Residential, ,0,0,0
20890,NNO,Existing Residential, ,0,0,0
20891,NNO,Existing Residential, ,0,0,0
20892,NNO,Existing Residential, ,0,0,0
20893,NNO,Existing Residential, ,0,0,0
20894,NNO,Existing Residential, ,0,0,0
20895,NNO,Existing Residential, ,0,0,0
20896,NNO,Existing Residential, ,0,0,0
20897,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20898,NNO,Existing Residential, ,0,0,0
20899,NNO,Existing Residential,Nguyen Than Hien,106.57,0,0
20900,NNO,Existing Residential, ,0,0,0
20901,NNO,Existing Residential, ,0,0,0
20902,NNO,Existing Residential, ,0,0,0
20903,NNO,Existing Residential, ,0,0,0
20904,NNO,Existing Residential, ,0,0,0
20905,NNO,Existing Residential, ,0,0,0
20906,NNO,Existing Residential, ,0,0,0
20907,NNO,Existing Residential, ,0,0,0
20908,NNO,Existing Residential, ,0,0,0
20909,NNO,Existing Residential, ,0,0,0
20910,NNO,Existing Residential, ,0,0,0
20911,NNO,Existing Residential, ,0,0,0
20912,NNO,Existing Residential,Street 17,197.42,0,0
20913,NNO,Existing Residential, ,0,0,0
20914,NNO,Existing Residential, ,0,0,0
20915,NNO,Existing Residential, ,0,0,0
20916,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
20917,NNO,Existing Residential, ,0,0,0
20918,NNO,Existing Residential, ,0,0,0
20919,NNO,Existing Residential, ,0,0,0
20920,NNO,Existing Residential, ,0,0,0
20921,NNO,Existing Residential, ,0,0,0
20922,NNO,Existing Residential, ,0,0,0
20923,NNO,Existing Residential,Ton Dan,181.05,0,0
20924,NNO,Existing Residential, ,0,0,0
20925,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20926,NNO,Existing Residential, ,0,0,0
20927,NNO,Existing Residential, ,0,0,0
20928,NNO,Existing Residential, ,0,0,0
20929,NNO,Existing Residential, ,0,0,0
20930,NNO,Existing Residential, ,0,0,0
20931,NNO,Existing Residential, ,0,0,0
20932,NNO,Existing Residential, ,0,0,0
20933,NNO,Existing Residential, ,0,0,0
20934,NNO,Existing Residential, ,0,0,0
20935,NNO,Existing Residential, ,0,0,0
20936,NNO,Existing Residential,Street 30,210,0,0
20937,NNO,Existing Residential, ,0,0,0
20938,NNO,Existing Residential, ,0,0,0
20939,NNO,Existing Residential, ,0,0,0
20940,NNO,Existing Residential, ,0,0,0
20941,NNO,Existing Residential, ,0,0,0
20942,NNO,Existing Residential,Vinh Hoi,232.6,0,0
20943,NNO,Existing Residential, ,0,0,0
20944,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
20945,NNO,Existing Residential, ,0,0,0
20946,NNO,Existing Residential, ,0,0,0
20947,NNO,Existing Residential, ,0,0,0
20948,NNO,Existing Residential, ,0,0,0
20949,NNO,Existing Residential,Le Quoc Hung,253.36,0,0
20950,NNO,Existing Residential, ,0,0,0
20951,NNO,Existing Residential, ,0,0,0
20952,NNO,Existing Residential, ,0,0,0
20953,NNO,Existing Residential, ,0,0,0
20954,NNO,Existing Residential,Nguyen Than Hien,106.57,0,0
20955,NNO,Existing Residential, ,0,0,0
20956,NNO,Existing Residential, ,0,0,0
20957,NNO,Existing Residential, ,0,0,0
20958,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20959,NNO,Existing Residential, ,0,0,0
20960,NNO,Existing Residential, ,0,0,0
20961,NNO,Existing Residential, ,0,0,0
20962,NNO,Existing Residential, ,0,0,0
20963,NNO,Existing Residential, ,0,0,0
20964,NNO,Existing Residential, ,0,0,0
20965,NNO,Existing Residential, ,0,0,0
20966,NNO,Existing Residential, ,0,0,0
20967,NNO,Existing Residential, ,0,0,0
20968,NNO,Existing Residential, ,0,0,0
20969,NNO,Existing Residential, ,0,0,0
20970,NNO,Existing Residential, ,0,0,0
20971,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
20972,NNO,Existing Residential, ,0,0,0
20973,NNO,Existing Residential, ,0,0,0
20974,NNO,Existing Residential, ,0,0,0
20975,NNO,Existing Residential, ,0,0,0
20976,NNO,Existing Residential, ,0,0,0
20977,NNO,Existing Residential, ,0,0,0
20978,NNO,Existing Residential,Vinh Khanh,246.49,0,0
20979,NNO,Existing Residential, ,0,0,0
20980,NNO,Existing Residential,Doan Van Bo,180.18,0,0
20981,NNO,Existing Residential, ,0,0,0
20982,NNO,Existing Residential, ,0,0,0
20983,NNO,Existing Residential, ,0,0,0
20984,NNO,Existing Residential, ,0,0,0
20985,NNO,Existing Residential, ,0,0,0
20986,NNO,Existing Residential, ,0,0,0
20987,NNO,Existing Residential, ,0,0,0
20988,NNO,Existing Residential, ,0,0,0
20989,NNO,Existing Residential, ,0,0,0
20990,NNO,Existing Residential, ,0,0,0
20991,NNO,Existing Residential, ,0,0,0
20992,NNO,Existing Residential, ,0,0,0
20993,NNO,Existing Residential, ,0,0,0
20994,NNO,Existing Residential, ,0,0,0
20995,NNO,Existing Residential, ,0,0,0
20996,NNO,Existing Residential, ,0,0,0
20997,NNO,Existing Residential, ,0,0,0
20998,NNO,Existing Residential, ,0,0,0
20999,NNO,Existing Residential,Khanh Hoi,251.28,0,0
21000,NNO,Existing Residential, ,0,0,0
21001,NNO,Existing Residential, ,0,0,0
21002,NNO,Existing Residential, ,0,0,0
21003,NNO,Existing Residential, ,0,0,0
21004,NNO,Existing Residential, ,0,0,0
21005,NNO,Existing Residential, ,0,0,0
21006,NNO,Existing Residential, ,0,0,0
21007,NNO,Existing Residential, ,0,0,0
21008,NNO,Existing Residential,Doan Van Bo,180.18,0,0
21009,NNO,Existing Residential, ,0,0,0
21010,NNO,Existing Residential, ,0,0,0
21011,NNO,Existing Residential, ,0,0,0
21012,NNO,Existing Residential, ,0,0,0
21013,NNO,Existing Residential,Doan Van Bo,180.18,0,0
21014,NNO,Existing Residential, ,0,0,0
21015,NNO,Existing Residential, ,0,0,0
21016,NNO,Existing Residential, ,0,0,0
21017,NNO,Existing Residential, ,0,0,0
21018,NNO,Existing Residential,Street 30,210,0,0
21019,NNO,Existing Residential, ,0,0,0
21020,NNO,Existing Residential, ,0,0,0
21021,NNO,Existing Residential, ,0,0,0
21022,NNO,Existing Residential, ,0,0,0
21023,NNO,Existing Residential, ,0,0,0
